evidence_id,fragment_id,document_id,role,value,source_span,confidence,linked_question_prototypes
ev_01347,frag_02608,doc_0531,value,$5.2,$5.2,0.76,"[""qproto_002_metric_lookup""]"
ev_01348,frag_02609,doc_0531,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01349,frag_02609,doc_0531,value,$2.0,$2.0,0.76,"[""qproto_002_metric_lookup""]"
ev_01350,frag_02610,doc_0531,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01351,frag_02610,doc_0531,value,$112.5,$112.5,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01352,frag_02610,doc_0531,variance,48%,48%,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01353,frag_02610,doc_0531,variance_driver,lower demand from our service providers in the Americas,lower demand from our service providers in the Americas,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01354,frag_02611,doc_0531,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01355,frag_02611,doc_0531,value,$55.2,$55.2,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01356,frag_02611,doc_0531,variance,24%,24%,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01357,frag_02611,doc_0531,variance_driver,higher demand from our service providers in Japan,higher demand from our service providers in Japan,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01358,frag_02612,doc_0531,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01359,frag_02612,doc_0531,value,$36.9,$36.9,0.76,"[""qproto_002_metric_lookup""]"
ev_01360,frag_02616,doc_0531,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01361,frag_02616,doc_0531,value,7%,7%,0.76,"[""qproto_002_metric_lookup""]"
ev_01362,frag_02617,doc_0533,rule,pages.[0].bbox.[0] = 0 pages.[0].bbox.[1] = 0 pages.[0].bbox.[2] = 1240 pages.[…,pages.[0].bbox.[0] = 0 pages.[0].bbox.[1] = 0 pages.[0].bbox.[2] = 1240 pages.[0].bbox.[3] = 1605 pages.[0].blocks.[0].…,0.589,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_01363,frag_02617,doc_0533,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_01364,frag_02617,doc_0533,value,21%,21%,0.76,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_01365,frag_02619,doc_0533,rule,The increase of $2.9 million in the valuation allowance in the current fiscal y…,The increase of $2.9 million in the valuation allowance in the current fiscal year relates primarily to net operating l…,0.589,"[""qproto_003_rule_lookup""]"
ev_01366,frag_02626,doc_0535,scope,the stated audience,"The Group recognises interest on late paid taxes as part of financing costs, and any penalties, if applicable, as part …",0.665,"[""qproto_006_applicability_check""]"
ev_01367,frag_02626,doc_0535,audience,the stated audience,"The Group recognises interest on late paid taxes as part of financing costs, and any penalties, if applicable, as part …",0.665,"[""qproto_006_applicability_check""]"
ev_01368,frag_02629,doc_0535,exception,where the Group is able to control the reversal of the temporary difference and…,Deferred tax liabilities are not recognised to the extent they arise from the initial recognition of non-tax deductible…,0.684,"[""qproto_004_exception_lookup""]"
ev_01369,frag_02629,doc_0535,condition,where the Group is able to control the reversal of the temp…,Deferred tax liabilities are not recognised to the extent they arise from the initial recognition of non-tax deductible…,0.684,"[""qproto_004_exception_lookup""]"
ev_01370,frag_02634,doc_0537,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01371,frag_02634,doc_0537,value,1%,1%,0.76,"[""qproto_002_metric_lookup""]"
ev_01372,frag_02636,doc_0537,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01373,frag_02636,doc_0537,value,1%,1%,0.76,"[""qproto_002_metric_lookup""]"
ev_01374,frag_02639,doc_0537,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01375,frag_02639,doc_0537,value,10%,10%,0.76,"[""qproto_002_metric_lookup""]"
ev_01376,frag_02641,doc_0537,exception,the stated condition,"While BIS has broad authority to issue licenses, the rulemaking imposes a presumption that licenses will be denied. pag…",0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_01377,frag_02641,doc_0537,condition,the stated condition,"While BIS has broad authority to issue licenses, the rulemaking imposes a presumption that licenses will be denied. pag…",0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_01378,frag_02641,doc_0537,rule,"While BIS has broad authority to issue licenses, the rulemaking imposes a presu…","While BIS has broad authority to issue licenses, the rulemaking imposes a presumption that licenses will be denied. pag…",0.589,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_01379,frag_02642,doc_0537,scope,the stated audience,"As of the date of this report, the Company is unable to predict the scope or duration of the new EAR restrictions on Hu…",0.665,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup"", ""qproto_006_applicability_check""]"
ev_01380,frag_02642,doc_0537,audience,the stated audience,"As of the date of this report, the Company is unable to predict the scope or duration of the new EAR restrictions on Hu…",0.665,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup"", ""qproto_006_applicability_check""]"
ev_01381,frag_02642,doc_0537,exception,the stated condition,"As of the date of this report, the Company is unable to predict the scope or duration of the new EAR restrictions on Hu…",0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup"", ""qproto_006_applicability_check""]"
ev_01382,frag_02642,doc_0537,condition,the stated condition,"As of the date of this report, the Company is unable to predict the scope or duration of the new EAR restrictions on Hu…",0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup"", ""qproto_006_applicability_check""]"
ev_01383,frag_02642,doc_0537,rule,"As of the date of this report, the Company is unable to predict the scope or du…","As of the date of this report, the Company is unable to predict the scope or duration of the new EAR restrictions on Hu…",0.589,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup"", ""qproto_006_applicability_check""]"
ev_01384,frag_02648,doc_0539,variance,"Life, Accident and Health Reserves pages.[0].blocks.[2].words.word_list.[0] = 1…","Life, Accident and Health Reserves pages.[0].blocks.[2].words.word_list.[0] = 12. pages.[0].blocks.[2].words.word_list.…",0.665,"[""qproto_010_variance_explanation""]"
ev_01385,frag_02657,doc_0543,amount_threshold,$ 138,$ 138,0.741,"[""qproto_001_threshold_lookup""]"
ev_01386,frag_02658,doc_0543,amount_threshold,$ 855,$ 855,0.741,"[""qproto_001_threshold_lookup""]"
ev_01387,frag_02659,doc_0545,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01388,frag_02659,doc_0545,value,10%,10%,0.76,"[""qproto_002_metric_lookup""]"
ev_01389,frag_02660,doc_0545,variance,1.2%,1.2%,0.665,"[""qproto_005_variance_explanation""]"
ev_01390,frag_02660,doc_0545,variance_driver,"lower capital expenditure partly offset by lower operating cash ﬂow, …","The increase was driven by lower capital expenditure partly offset by lower operating cash ﬂow, higher cash taxes and l…",0.665,"[""qproto_005_variance_explanation""]"
ev_01391,frag_02671,doc_0549,owner,FP&A team,FP&A team,0.76,"[""qproto_007_effective_date_lookup"", ""qproto_011_owner_lookup""]"
ev_01392,frag_02671,doc_0549,effective_date,"February 1, 2026","February 1, 2026",0.807,"[""qproto_007_effective_date_lookup"", ""qproto_011_owner_lookup""]"
ev_01393,frag_02673,doc_0549,amount_threshold,"$20,000","$20,000",0.855,"[""qproto_003_rule_lookup"", ""qproto_015_approval_lookup""]"
ev_01394,frag_02673,doc_0549,approver,Department Head,Department Head,0.855,"[""qproto_003_rule_lookup"", ""qproto_015_approval_lookup""]"
ev_01395,frag_02673,doc_0549,rule,"Reallocations over $20,000 require FP&A Director approval.","Reallocations over $20,000 require FP&A Director approval.",0.589,"[""qproto_003_rule_lookup"", ""qproto_015_approval_lookup""]"
ev_01396,frag_02673,doc_0549,amount_threshold,"$100,000","$100,000",0.855,"[""qproto_003_rule_lookup"", ""qproto_015_approval_lookup""]"
ev_01397,frag_02673,doc_0549,approver,CFO,CFO,0.855,"[""qproto_003_rule_lookup"", ""qproto_015_approval_lookup""]"
ev_01398,frag_02675,doc_0549,rule,Any budget variance over 10 percent must be explained in the monthly variance r…,Any budget variance over 10 percent must be explained in the monthly variance report.,0.589,"[""qproto_003_rule_lookup"", ""qproto_010_variance_explanation""]"
ev_01399,frag_02675,doc_0549,variance,10 percent,10 percent,0.665,"[""qproto_003_rule_lookup"", ""qproto_010_variance_explanation""]"
ev_01400,frag_02675,doc_0549,rule,The variance driver and corrective action must be documented.,The variance driver and corrective action must be documented.,0.589,"[""qproto_003_rule_lookup"", ""qproto_010_variance_explanation""]"
ev_01401,frag_02677,doc_0549,owner,FP&A team,FP&A team,0.76,"[""qproto_011_owner_lookup""]"
ev_01402,frag_02679,doc_0550,region,India,India,0.855,"[""qproto_013_approval_lookup""]"
ev_01403,frag_02679,doc_0550,approver,Finance Director,Finance Director,0.855,"[""qproto_013_approval_lookup""]"
ev_01404,frag_02680,doc_0550,region,United States,United States,0.855,"[""qproto_013_approval_lookup""]"
ev_01405,frag_02680,doc_0550,approver,Regional VP,Regional VP,0.855,"[""qproto_013_approval_lookup""]"
ev_01406,frag_02681,doc_0550,region,Global,Global,0.855,"[""qproto_013_approval_lookup""]"
ev_01407,frag_02681,doc_0550,approver,CFO,CFO,0.855,"[""qproto_013_approval_lookup""]"
ev_01408,frag_02682,doc_0550,region,India,India,0.855,"[""qproto_013_approval_lookup""]"
ev_01409,frag_02682,doc_0550,approver,Finance Manager,Finance Manager,0.855,"[""qproto_013_approval_lookup""]"
ev_01410,frag_02683,doc_0550,region,United States,United States,0.855,"[""qproto_013_approval_lookup""]"
ev_01411,frag_02683,doc_0550,approver,Regional VP,Regional VP,0.855,"[""qproto_013_approval_lookup""]"
ev_01412,frag_02684,doc_0550,region,Global,Global,0.855,"[""qproto_013_approval_lookup""]"
ev_01413,frag_02684,doc_0550,approver,CFO,CFO,0.855,"[""qproto_013_approval_lookup""]"
ev_01414,frag_02685,doc_0550,region,Global,Global,0.855,"[""qproto_013_approval_lookup""]"
ev_01415,frag_02685,doc_0550,approver,Chief Data Officer,Chief Data Officer,0.855,"[""qproto_013_approval_lookup""]"
ev_01416,frag_02686,doc_0550,region,Global,Global,0.855,"[""qproto_013_approval_lookup""]"
ev_01417,frag_02686,doc_0550,approver,Chief Risk Officer,Chief Risk Officer,0.855,"[""qproto_013_approval_lookup""]"
ev_01418,frag_02687,doc_0551,owner,FP&A Team,FP&A Team,0.76,"[""qproto_009_metric_lookup"", ""qproto_011_owner_lookup""]"
ev_01419,frag_02687,doc_0551,metric,Revenue,Revenue,0.76,"[""qproto_009_metric_lookup"", ""qproto_011_owner_lookup""]"
ev_01420,frag_02687,doc_0551,value,$48.2M,$48.2M,0.76,"[""qproto_009_metric_lookup"", ""qproto_011_owner_lookup""]"
ev_01421,frag_02687,doc_0551,period,Q2 2026,Q2 2026,0.76,"[""qproto_009_metric_lookup"", ""qproto_011_owner_lookup""]"
ev_01422,frag_02690,doc_0552,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup""]"
ev_01423,frag_02690,doc_0552,value,$48.2 million,$48.2 million,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup""]"
ev_01424,frag_02690,doc_0552,period,Q2 2026,Q2 2026,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup""]"
ev_01425,frag_02690,doc_0552,metric,Subscription revenue,Subscription revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup""]"
ev_01426,frag_02690,doc_0552,value,$34.5 million,$34.5 million,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup""]"
ev_01427,frag_02692,doc_0552,metric,Services revenue,Services revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation"", ""qproto_010_variance_explanation""]"
ev_01428,frag_02692,doc_0552,value,8 percent,8 percent,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation"", ""qproto_010_variance_explanation""]"
ev_01429,frag_02692,doc_0552,variance,8 percent,8 percent,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation"", ""qproto_010_variance_explanation""]"
ev_01430,frag_02692,doc_0552,variance_driver,delayed customer renewals in the India region,delayed customer renewals in the India region,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation"", ""qproto_010_variance_explanation""]"
ev_01431,frag_02692,doc_0552,metric,Subscription revenue,Subscription revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation"", ""qproto_010_variance_explanation""]"
ev_01432,frag_02692,doc_0552,value,4 percent,4 percent,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation"", ""qproto_010_variance_explanation""]"
ev_01433,frag_02694,doc_0552,metric,Gross margin,Gross margin,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup""]"
ev_01434,frag_02694,doc_0552,value,71 percent,71 percent,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup""]"
ev_01435,frag_02694,doc_0552,period,Q2 2026,Q2 2026,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup""]"
ev_01436,frag_02694,doc_0552,metric,Operating expenses,Operating expenses,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup""]"
ev_01437,frag_02694,doc_0552,value,$22.1 million,$22.1 million,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup""]"
ev_01438,frag_02696,doc_0552,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup"", ""qproto_014_approval_lookup""]"
ev_01439,frag_02696,doc_0552,value,$205 million,$205 million,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup"", ""qproto_014_approval_lookup""]"
ev_01440,frag_02696,doc_0552,period,full-year 2026,full-year 2026,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup"", ""qproto_014_approval_lookup""]"
ev_01441,frag_02696,doc_0552,approver,CFO,CFO,0.855,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup"", ""qproto_014_approval_lookup""]"
ev_01442,frag_02696,doc_0552,metric,forecast,forecast,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup"", ""qproto_014_approval_lookup""]"
ev_01443,frag_02696,doc_0552,value,5 percent,5 percent,0.76,"[""qproto_002_metric_lookup"", ""qproto_009_metric_lookup"", ""qproto_014_approval_lookup""]"
ev_01444,frag_02699,doc_0553,scope,the stated audience,"This policy applies to all systems, employees, and third parties that access company data.",0.665,"[""qproto_006_applicability_check"", ""qproto_007_effective_date_lookup""]"
ev_01445,frag_02699,doc_0553,audience,the stated audience,"This policy applies to all systems, employees, and third parties that access company data.",0.665,"[""qproto_006_applicability_check"", ""qproto_007_effective_date_lookup""]"
ev_01446,frag_02699,doc_0553,effective_date,"January 1, 2026","January 1, 2026",0.807,"[""qproto_006_applicability_check"", ""qproto_007_effective_date_lookup""]"
ev_01447,frag_02701,doc_0553,rule,Data classified as Restricted must be encrypted at rest and in transit.,Data classified as Restricted must be encrypted at rest and in transit.,0.589,"[""qproto_003_rule_lookup"", ""qproto_014_approval_lookup""]"
ev_01448,frag_02701,doc_0553,approver,Data Owner,Data Owner,0.855,"[""qproto_003_rule_lookup"", ""qproto_014_approval_lookup""]"
ev_01449,frag_02701,doc_0553,rule,Confidential data may be shared internally but must not be sent to external par…,Confidential data may be shared internally but must not be sent to external parties without Legal approval.,0.589,"[""qproto_003_rule_lookup"", ""qproto_014_approval_lookup""]"
ev_01450,frag_02703,doc_0553,approver,Chief Data Officer,Chief Data Officer,0.855,"[""qproto_003_rule_lookup"", ""qproto_011_owner_lookup"", ""qproto_014_approval_lookup""]"
ev_01451,frag_02703,doc_0553,rule,"Requests to access Restricted datasets over 10,000 records require the Chief Da…","Requests to access Restricted datasets over 10,000 records require the Chief Data Officer approval.",0.589,"[""qproto_003_rule_lookup"", ""qproto_011_owner_lookup"", ""qproto_014_approval_lookup""]"
ev_01452,frag_02703,doc_0553,owner,Information Security team,Information Security team,0.76,"[""qproto_003_rule_lookup"", ""qproto_011_owner_lookup"", ""qproto_014_approval_lookup""]"
ev_01453,frag_02705,doc_0553,exception,the stated condition,"Personal data must be retained for no longer than 24 months, except where a legal hold applies.",0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup"", ""qproto_014_approval_lookup""]"
ev_01454,frag_02705,doc_0553,condition,the stated condition,"Personal data must be retained for no longer than 24 months, except where a legal hold applies.",0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup"", ""qproto_014_approval_lookup""]"
